dogid,BreedGroup,Sex,WeightKG,WeightKGCat,AgeAtEvalYRS,AgeAtEvalYrsCat,isneutered,neuterageYrs,NeuterAgeCat,neuteredwhy,whereacquired,AgeAcquiredYRS,AgeAcquiredYRSCat,HealthProblems,roles,firstowned,ownedamount,aschild,otherdogs,otherdogsage,Fear43,Fear47,NonSocFear,TouchSen
59060,Gundogs,1,29.70,1.00,10.02,2.00,0,0.00,.00,3,1,0.15,.00,1,2,0,0,1,0,0,4,0,1.33,1.50
59063,Non-Sporting,1,6.75,.00,3.00,1.00,1,0.48,.00,0,4,0.23,.00,0,2,0,1,0,1,6,1,0,0.33,1.00
59064,Mixed Breed/Unknown,0,4.95,.00,0.75,1.00,1,0.12,.00,7,5,0.15,.00,0,2,0,1,0,1,1,0,0,0.50,1.00
59065,Mixed Breed/Unknown,1,18.00,.00,2.00,1.00,1,0.00,.00,0,5,1.08,1.00,0,2,1,4,1,0,0,2,0,0.33,0.75
59068,Mixed Breed/Unknown,1,9.00,.00,4.00,2.00,1,0.00,.00,8,5,1.98,1.00,1,2,0,1,1,1,1,2,0,1.33,0.50
59069,Mixed Breed/Unknown,1,16.20,.00,12.02,2.00,1,0.00,.00,8,5,0.00,.00,0,2,0,1,1,1,6,2,0,0.67,0.50
59071,Working,1,19.80,.00,12.02,2.00,1,0.83,1.00,0,1,0.19,.00,0,3,0,3,1,1,6,0,0,0.33,0.25
59072,Gundogs,1,14.85,.00,0.50,.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,0,0,2,3,1.17,1.25
59074,Mixed Breed/Unknown,1,8.10,.00,10.02,2.00,1,0.98,1.00,0,6,0.48,.00,0,2,0,1,1,1,6,1,0,0.50,0.25
59075,Mixed Breed/Unknown,0,20.70,.00,6.00,2.00,1,0.31,.00,8,2,0.58,1.00,0,2,0,1,1,1,6,1,1,1.00,0.25
59078,Mixed Breed/Unknown,0,9.00,.00,3.50,2.00,1,1.48,2.00,7,5,1.48,1.00,0,2,0,2,1,0,0,1,2,0.83,0.25
59079,Mixed Breed/Unknown,0,24.75,1.00,2.50,1.00,1,0.00,.00,7,5,0.48,.00,0,2,0,0,1,0,0,0,0,0.83,1.00
59080,Mixed Breed/Unknown,1,28.35,1.00,10.52,2.00,1,0.00,.00,7,5,1.48,1.00,0,2,0,0,1,0,0,0,0,1.00,0.25
59081,Mixed Breed/Unknown,0,27.00,1.00,0.90,1.00,1,0.40,.00,0,2,0.10,.00,0,2,0,1,1,0,0,0,0,0.83,0.00
59085,Working,0,22.50,1.00,14.04,2.00,1,1.98,3.00,4,2,1.98,1.00,1,2,1,4,1,0,0,2,2,1.33,0.75
59090,Gundogs,1,27.90,1.00,3.00,1.00,1,0.31,.00,0,1,0.13,.00,0,2,0,1,1,1,1,1,1,1.83,1.50
59091,Mixed Breed/Unknown,1,20.25,.00,7.02,2.00,1,0.31,.00,0,2,0.12,.00,0,2,0,1,1,1,6,0,0,0.00,0.50
59092,Hounds,0,58.50,1.00,4.00,2.00,1,0.48,.00,0,1,0.25,.00,0,2,0,1,1,0,0,1,1,0.20,1.75
59094,Utility,0,7.65,.00,8.02,2.00,1,0.31,.00,6,1,0.15,.00,1,2,1,4,1,0,0,3,3,1.67,1.33
59095,Utility,1,40.50,1.00,4.00,2.00,1,0.40,.00,7,1,0.15,.00,0,2,1,4,1,0,0,0,0,0.50,0.25
59099,Utility,0,27.00,1.00,12.02,2.00,0,0.00,.00,3,0,0.17,.00,0,2,0,2,0,1,6,1,0,0.33,0.33
59102,Toys,1,4.95,.00,3.00,1.00,1,0.48,.00,0,3,0.15,.00,0,2,0,2,1,1,1,4,2,#NULL!,3.25
59104,Toys,1,3.15,.00,3.08,2.00,1,0.50,.00,7,5,0.25,.00,0,2,0,1,0,0,0,2,2,2.00,1.50
59105,Mixed Breed/Unknown,1,3.15,.00,4.50,2.00,1,0.00,.00,8,2,3.98,2.00,0,2,0,1,1,1,1,4,0,0.00,1.25
59106,Mixed Breed/Unknown,1,20.25,.00,12.02,2.00,1,0.00,.00,8,5,1.98,1.00,1,2,0,1,1,1,6,0,0,0.60,0.25
59107,Working,1,15.75,.00,1.50,1.00,1,0.48,.00,7,1,0.31,.00,0,2,0,0,1,0,0,3,1,1.33,2.50
59111,Hounds,0,7.20,.00,6.00,2.00,1,0.73,1.00,5,1,0.65,1.00,0,2,0,2,1,1,1,0,0,0.20,0.00
59113,Mixed Breed/Unknown,0,4.50,.00,7.02,2.00,1,0.17,.00,0,2,0.15,.00,0,2,1,4,1,0,0,0,0,0.67,0.50
59114,Toys,0,4.50,.00,0.75,1.00,1,0.65,1.00,5,1,0.58,1.00,0,2,0,2,1,1,1,2,0,0.20,0.75
59115,Hounds,1,29.25,1.00,12.02,2.00,1,0.23,.00,7,5,0.19,.00,1,2,0,2,1,1,6,2,1,0.50,2.00
59120,Gundogs,0,33.75,1.00,7.02,2.00,1,0.00,.00,8,5,4.98,2.00,0,2,0,3,1,1,6,1,0,0.00,0.75
59126,Gundogs,1,32.85,1.00,7.52,2.00,1,0.90,1.00,7,5,0.90,1.00,0,2,0,1,1,0,0,0,1,0.17,0.00
59128,Gundogs,0,26.55,1.00,4.00,2.00,1,0.98,1.00,7,3,0.15,.00,0,2,0,1,1,0,0,0,0,0.00,0.50
59129,Working,1,24.75,1.00,6.00,2.00,1,4.98,3.00,7,5,4.98,2.00,0,3,0,3,1,1,2,1,1,1.60,3.00
59130,Gundogs,1,38.25,1.00,5.85,2.00,1,0.00,.00,0,1,0.15,.00,0,3,0,3,1,1,2,0,0,0.20,1.00
59131,Toys,0,6.75,.00,11.02,2.00,1,0.00,.00,0,1,0.17,.00,0,2,0,3,1,1,6,2,0,0.00,0.50
59133,Mixed Breed/Unknown,1,15.75,.00,0.90,1.00,1,0.33,.00,7,5,0.33,.00,1,2,1,4,0,0,0,3,3,1.33,2.25
59135,Non-Sporting,0,29.25,1.00,1.83,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,2,1,0,0,0,0,0.40,0.00
59144,Mixed Breed/Unknown,0,11.25,.00,3.00,1.00,1,0.48,.00,5,2,0.33,.00,0,2,0,0,1,1,6,0,1,0.83,0.25
59149,Mixed Breed/Unknown,0,8.10,.00,2.00,1.00,1,0.00,.00,7,5,0.00,.00,0,2,0,0,1,1,6,4,1,1.83,1.00
59150,Hounds,1,15.75,.00,1.00,1.00,1,0.00,.00,7,5,0.00,.00,1,2,0,0,1,1,3,2,0,0.50,0.67
59157,Mixed Breed/Unknown,1,22.05,1.00,2.33,1.00,1,0.31,.00,0,6,0.02,.00,1,2,1,4,1,0,0,2,1,1.33,0.50
59158,Working,1,18.00,.00,2.00,1.00,1,0.48,.00,0,5,0.48,.00,0,2,1,4,1,1,1,1,2,1.67,1.25
59160,Working,1,16.20,.00,6.00,2.00,1,0.48,.00,0,5,0.98,1.00,0,2,1,4,0,1,6,4,2,1.67,2.50
59166,Mixed Breed/Unknown,0,19.80,.00,1.50,1.00,0,0.00,.00,3,3,0.04,.00,0,2,1,4,1,0,0,4,3,3.67,1.50
59169,Terrier,0,7.65,.00,12.02,2.00,1,0.48,.00,5,1,0.23,.00,0,2,0,3,1,0,0,2,1,1.00,0.75
59173,Hounds,1,29.25,1.00,1.33,1.00,0,0.00,.00,3,0,0.00,.00,0,3,0,1,0,1,1,0,0,0.50,0.50
59175,Non-Sporting,0,24.75,1.00,1.00,1.00,1,0.90,1.00,4,1,0.17,.00,0,3,0,2,1,1,1,0,1,0.67,0.50
59176,Non-Sporting,0,9.00,.00,8.02,2.00,1,0.33,.00,1,1,0.15,.00,0,3,0,2,1,1,3,0,0,0.17,0.50
59177,Toys,1,4.50,.00,10.19,2.00,1,0.00,.00,7,5,9.98,2.00,0,2,0,2,1,1,6,0,3,0.80,0.00
59179,Mixed Breed/Unknown,0,5.40,.00,8.02,2.00,1,3.98,3.00,5,4,0.15,.00,0,2,0,0,1,1,6,0,0,1.33,0.25
59185,Gundogs,1,29.25,1.00,2.00,1.00,1,0.48,.00,0,1,0.13,.00,0,2,1,4,0,0,0,2,2,1.50,1.00
59188,Non-Sporting,0,9.90,.00,4.25,2.00,1,1.83,3.00,5,3,1.58,1.00,0,2,0,0,1,0,0,0,0,1.00,0.25
59189,Gundogs,1,45.00,1.00,5.00,2.00,1,0.00,.00,0,2,0.08,.00,0,2,0,1,1,1,1,1,1,0.83,0.67
59190,Toys,0,9.00,.00,11.02,2.00,1,0.00,.00,0,2,0.23,.00,0,2,0,1,1,1,6,3,2,1.17,2.00
59191,Non-Sporting,1,5.85,.00,8.02,2.00,1,0.00,.00,5,2,0.00,.00,0,2,1,4,1,0,0,2,2,2.00,2.00
59192,Mixed Breed/Unknown,0,24.75,1.00,5.00,2.00,1,0.23,.00,0,2,0.13,.00,0,2,0,0,1,0,0,0,1,2.00,0.25
59201,Mixed Breed/Unknown,0,26.10,1.00,6.00,2.00,1,0.00,.00,0,5,0.25,.00,0,2,0,1,1,0,0,0,0,0.50,0.25
59203,Hounds,0,12.60,.00,8.02,2.00,1,0.48,.00,0,1,0.15,.00,1,2,0,1,1,1,7,2,2,0.33,0.50
59206,Toys,1,6.30,.00,3.00,1.00,1,2.33,3.00,0,5,0.00,.00,0,2,0,2,0,0,0,0,0,0.80,1.00
59207,Mixed Breed/Unknown,0,24.75,1.00,4.00,2.00,1,0.00,.00,x,5,1.48,1.00,0,2,0,0,1,1,3,3,2,1.60,1.50
59211,Working,1,33.75,1.00,2.00,1.00,1,0.98,1.00,0,1,0.40,.00,0,2,0,1,1,0,0,0,2,2.00,0.50
59212,Gundogs,0,27.00,1.00,0.75,1.00,1,0.48,.00,7,5,0.65,1.00,0,2,0,2,1,1,1,1,1,0.67,1.00
59213,Working,1,27.00,1.00,1.00,1.00,0,0.00,.00,3,1,0.19,.00,0,4,0,2,1,1,1,2,1,0.17,1.25
59214,Mixed Breed/Unknown,1,6.75,.00,1.25,1.00,1,0.00,.00,x,5,0.98,1.00,0,2,0,1,1,1,5,0,1,0.17,0.25
59216,Utility,0,47.70,1.00,5.00,2.00,0,0.00,.00,3,1,0.13,.00,0,0,0,2,0,1,3,0,0,0.00,0.00
59218,Mixed Breed/Unknown,1,24.75,1.00,2.00,1.00,1,0.48,.00,0,2,0.21,.00,0,2,0,2,1,1,5,1,3,2.17,3.00
59220,Mixed Breed/Unknown,1,20.25,.00,0.75,1.00,1,0.48,.00,7,5,0.48,.00,0,2,0,1,1,1,1,0,0,0.20,0.50
59224,Mixed Breed/Unknown,0,24.75,1.00,5.00,2.00,1,0.48,.00,0,3,0.04,.00,0,2,0,3,0,1,1,3,2,1.83,2.75
59226,Mixed Breed/Unknown,0,24.75,1.00,11.02,2.00,1,1.65,3.00,7,5,2.48,1.00,0,2,0,0,0,0,0,4,2,1.33,2.25
59227,Hounds,0,5.40,.00,8.52,2.00,1,0.00,.00,6,1,0.23,.00,0,2,1,4,0,0,0,3,3,1.80,3.00
59228,Gundogs,1,29.25,1.00,10.02,2.00,1,3.98,3.00,7,5,3.98,2.00,0,0,0,1,1,1,6,2,3,2.67,2.50
59230,Working,0,20.25,.00,5.00,2.00,1,0.73,1.00,7,5,0.73,1.00,0,2,0,1,1,1,1,2,3,1.50,1.50
59233,Mixed Breed/Unknown,1,23.85,1.00,2.00,1.00,1,0.83,1.00,7,5,0.65,1.00,0,3,0,1,1,1,1,2,1,1.67,1.50
59247,Gundogs,0,38.25,1.00,9.02,2.00,1,0.00,.00,0,5,2.98,1.00,1,2,0,1,1,0,0,2,2,0.33,1.00
59249,Toys,0,3.60,.00,8.02,2.00,1,0.65,1.00,7,1,0.65,1.00,0,2,1,4,1,0,0,2,1,0.17,1.50
59252,Mixed Breed/Unknown,0,29.70,1.00,5.00,2.00,1,1.98,3.00,1,2,1.98,1.00,0,4,0,1,1,1,6,0,0,0.00,0.00
59270,Toys,1,9.00,.00,4.00,2.00,1,0.48,.00,0,1,0.15,.00,0,2,0,0,0,1,2,0,2,2.00,0.50
59271,Toys,0,9.00,.00,5.00,2.00,1,1.08,2.00,1,1,0.15,.00,0,2,1,4,0,1,6,2,2,1.33,2.25
59273,Toys,0,9.00,.00,4.00,2.00,1,0.00,.00,8,3,1.48,1.00,0,2,0,0,0,1,2,0,2,1.33,0.00
59301,Mixed Breed/Unknown,1,6.30,.00,3.00,1.00,1,0.00,.00,6,1,0.23,.00,0,2,0,0,1,1,5,0,1,0.33,0.25
59302,Working,0,22.95,1.00,6.00,2.00,1,0.48,.00,8,5,1.08,1.00,0,2,0,1,0,0,0,2,0,0.33,0.50
59305,Mixed Breed/Unknown,0,8.10,.00,3.00,1.00,1,0.00,.00,6,5,0.00,.00,0,2,0,3,1,1,1,3,1,1.80,3.75
59308,Mixed Breed/Unknown,1,9.00,.00,10.02,2.00,1,0.12,.00,7,5,0.12,.00,0,2,0,2,1,0,0,4,2,2.60,3.00
59325,Terrier,1,19.80,.00,9.02,2.00,1,1.48,2.00,0,6,1.48,1.00,0,2,0,1,1,1,3,0,1,1.00,0.00
59332,Mixed Breed/Unknown,0,23.85,1.00,1.00,1.00,0,0.00,.00,3,6,0.33,.00,0,2,0,1,0,0,0,1,1,#NULL!,1.25
59359,Mixed Breed/Unknown,0,19.80,.00,8.02,2.00,1,0.00,.00,1,6,0.15,.00,0,2,0,2,1,1,2,1,1,1.50,0.25
59369,Mixed Breed/Unknown,1,24.75,1.00,1.00,1.00,1,0.00,.00,5,6,0.15,.00,0,2,0,0,1,0,0,0,0,0.00,0.67
59370,Utility,0,9.90,.00,0.65,1.00,1,0.46,.00,0,1,0.15,.00,0,2,1,4,0,0,0,0,0,0.33,0.00
59383,Toys,1,1.80,.00,5.00,2.00,1,4.15,3.00,0,5,3.98,2.00,0,2,0,1,0,1,3,2,1,1.00,0.50
59385,Hounds,0,13.95,.00,13.04,2.00,1,0.23,.00,0,1,0.15,.00,0,2,1,4,0,1,6,4,0,1.83,3.00
59386,Toys,1,4.05,.00,1.50,1.00,1,0.33,.00,0,1,0.12,.00,0,2,0,0,0,1,1,4,2,1.33,2.00
59388,Mixed Breed/Unknown,1,36.90,1.00,0.90,1.00,1,0.65,1.00,0,3,0.12,.00,0,2,0,1,1,0,0,1,0,0.60,1.00
59389,Mixed Breed/Unknown,0,8.10,.00,0.90,1.00,1,0.58,1.00,0,3,0.40,.00,0,1,0,1,0,1,1,2,4,1.67,1.25
59390,Terrier,1,4.95,.00,3.00,1.00,0,0.00,.00,3,3,0.90,1.00,0,1,0,1,0,1,6,2,1,0.50,1.50
59396,Gundogs,0,31.50,1.00,2.50,1.00,1,0.48,.00,6,1,0.15,.00,0,2,0,0,1,0,0,0,2,0.83,0.00
59403,Working,0,16.20,.00,2.00,1.00,1,1.23,2.00,7,1,0.17,.00,0,3,0,1,1,1,1,0,0,0.20,0.25
59404,Utility,0,72.00,1.00,5.00,2.00,1,0.48,.00,0,1,0.23,.00,0,2,0,1,1,1,5,0,1,0.67,0.75
59405,Utility,1,58.50,1.00,5.00,2.00,1,0.48,.00,0,1,0.00,.00,1,2,0,1,1,1,5,0,2,0.67,0.75
59406,Hounds,0,34.65,1.00,4.00,2.00,1,1.48,2.00,7,1,0.48,.00,0,2,0,0,1,0,0,2,2,1.67,2.00
59422,Working,0,9.90,.00,4.00,2.00,1,1.83,3.00,7,5,1.98,1.00,0,2,0,0,1,0,0,1,1,0.83,0.33
59425,Toys,0,2.25,.00,1.00,1.00,1,0.48,.00,0,2,0.19,.00,0,2,0,2,1,1,1,1,2,1.60,2.25
59427,Utility,1,49.50,1.00,8.02,2.00,1,0.40,.00,0,3,2.98,1.00,0,2,1,4,0,0,0,2,1,1.50,3.25
59432,Hounds,1,34.65,1.00,2.00,1.00,1,0.00,.00,7,5,0.98,1.00,0,3,0,1,1,0,0,0,0,0.50,0.25
59434,Working,1,6.75,.00,9.02,2.00,1,0.00,.00,0,5,0.12,.00,1,2,1,4,1,0,0,2,1,1.00,1.50
59438,Terrier,0,9.90,.00,7.02,2.00,1,0.00,.00,0,2,0.17,.00,1,2,1,4,1,0,0,1,3,1.67,1.67
59439,Non-Sporting,1,27.00,1.00,5.00,2.00,1,0.15,.00,0,5,0.02,.00,0,2,0,1,1,1,3,1,1,0.67,0.25
59442,Mixed Breed/Unknown,0,45.00,1.00,2.00,1.00,1,0.50,.00,8,3,1.00,1.00,0,4,0,3,1,1,1,1,1,0.33,0.25
59448,Working,0,18.45,.00,1.15,1.00,1,0.98,1.00,4,2,0.65,1.00,0,2,0,1,1,1,1,1,1,1.50,0.75
59450,Gundogs,1,22.05,1.00,0.71,1.00,1,0.00,.00,7,5,0.33,.00,0,2,1,4,1,0,0,0,3,1.33,0.25
59451,Mixed Breed/Unknown,0,16.65,.00,1.00,1.00,1,0.37,.00,4,5,0.33,.00,0,2,0,1,1,1,1,0,2,1.20,0.25
59453,Mixed Breed/Unknown,0,4.05,.00,2.00,1.00,1,0.73,1.00,0,5,0.08,.00,0,2,1,4,1,1,5,1,1,0.60,0.75
59460,Utility,1,35.55,1.00,5.00,2.00,0,0.00,.00,3,1,0.65,1.00,0,0,0,2,1,0,0,0,0,0.00,0.00
59462,Working,1,32.85,1.00,5.12,2.00,0,0.00,.00,3,0,0.00,.00,0,0,0,3,1,1,4,0,0,0.00,0.00
59466,Utility,0,24.75,1.00,1.50,1.00,1,0.48,.00,6,4,0.15,.00,0,2,0,1,0,1,1,2,0,0.60,0.67
59468,Utility,0,6.75,.00,0.90,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,1,1,0,1,0.33,0.00
59469,Utility,0,8.10,.00,1.00,1.00,0,0.00,.00,3,1,0.23,.00,0,2,0,1,1,1,6,1,1,0.83,0.50
59482,Utility,0,34.65,1.00,6.00,2.00,1,0.73,1.00,6,1,0.23,.00,0,2,0,1,1,0,0,0,1,1.33,0.00
59483,Gundogs,0,31.50,1.00,2.00,1.00,1,0.00,.00,8,6,0.98,1.00,0,2,0,1,1,0,0,0,0,0.50,0.00
59487,Hounds,0,37.35,1.00,6.12,2.00,1,0.00,.00,7,5,5.00,2.00,0,2,0,1,1,1,6,1,3,2.00,0.50
59491,Mixed Breed/Unknown,0,29.25,1.00,2.50,1.00,1,0.15,.00,7,5,1.08,1.00,0,2,0,1,1,1,3,1,1,1.33,0.75
59492,Mixed Breed/Unknown,0,20.25,.00,0.83,1.00,1,0.21,.00,7,5,0.23,.00,1,2,0,2,1,1,1,0,0,0.67,0.00
59494,Terrier,0,9.00,.00,4.00,2.00,1,1.48,2.00,7,5,1.48,1.00,0,2,1,4,1,0,0,0,0,1.50,0.00
59498,Toys,1,4.50,.00,1.00,1.00,0,0.00,.00,3,5,0.90,1.00,0,2,0,2,1,1,1,1,0,#NULL!,#NULL!
59500,Mixed Breed/Unknown,0,36.00,1.00,2.25,1.00,1,0.10,.00,7,5,0.12,.00,0,2,0,1,1,0,0,1,4,2.50,2.00
59503,Utility,0,9.00,.00,2.33,1.00,0,0.00,.00,3,1,0.12,.00,0,2,0,1,1,1,1,0,2,3.00,2.50
59505,Mixed Breed/Unknown,0,11.70,.00,0.90,1.00,1,0.83,1.00,7,5,0.83,1.00,0,2,0,1,1,0,0,0,0,0.83,0.00
59507,Working,1,19.80,.00,1.00,1.00,1,0.83,1.00,0,3,0.48,.00,0,2,0,1,1,0,0,1,0,0.83,0.25
59513,Mixed Breed/Unknown,0,24.75,1.00,3.00,1.00,1,0.48,.00,0,5,0.33,.00,0,2,0,2,1,1,3,1,3,1.50,1.25
59517,Gundogs,1,28.80,1.00,4.00,2.00,1,0.98,1.00,0,1,0.12,.00,0,4,0,0,1,0,0,2,2,1.17,0.50
59519,Mixed Breed/Unknown,0,13.50,.00,6.00,2.00,1,0.98,1.00,0,6,0.98,1.00,0,2,1,4,1,0,0,1,0,0.33,1.75
59521,Mixed Breed/Unknown,0,31.50,1.00,4.00,2.00,1,0.00,.00,x,5,0.00,.00,0,2,0,1,1,1,1,4,2,0.67,1.50
59528,Mixed Breed/Unknown,1,22.50,1.00,4.00,2.00,1,0.10,.00,0,2,0.17,.00,0,2,0,0,1,0,0,2,3,1.67,1.75
59531,Gundogs,1,11.70,.00,3.00,1.00,1,0.00,.00,0,3,0.00,.00,0,2,0,1,1,1,1,1,0,0.00,0.33
59532,Gundogs,1,11.25,.00,9.02,2.00,1,0.65,1.00,0,5,0.58,1.00,1,2,0,1,1,1,6,1,1,2.50,2.00
59536,Non-Sporting,0,16.65,.00,1.00,1.00,1,0.48,.00,0,1,0.23,.00,0,2,0,2,1,1,1,2,1,0.67,2.00
59537,Working,0,18.90,.00,8.02,2.00,0,0.00,.00,3,1,2.40,1.00,0,1,0,1,0,0,0,2,2,2.67,2.50
59543,Utility,1,59.40,1.00,3.00,1.00,1,0.31,.00,0,5,0.31,.00,0,2,0,2,0,1,1,4,4,3.00,1.00
59545,Terrier,1,9.45,.00,2.50,1.00,1,0.00,.00,7,5,1.23,1.00,0,2,1,4,1,0,0,0,0,0.33,0.67
59546,Mixed Breed/Unknown,1,24.30,1.00,5.00,2.00,1,0.40,.00,0,2,2.98,1.00,0,2,1,4,0,0,0,3,4,1.50,2.75
59553,Mixed Breed/Unknown,1,22.50,1.00,0.83,1.00,1,0.48,.00,0,5,0.31,.00,0,2,0,2,1,1,1,0,2,0.50,0.00
59556,Mixed Breed/Unknown,1,18.00,.00,4.00,2.00,1,0.33,.00,0,2,0.17,.00,0,2,0,0,1,1,1,1,3,0.67,1.00
59557,Mixed Breed/Unknown,1,22.95,1.00,8.02,2.00,1,1.98,3.00,7,5,1.98,1.00,1,2,1,4,1,1,6,0,0,0.50,0.75
59563,Mixed Breed/Unknown,0,6.75,.00,4.00,2.00,0,0.00,.00,3,0,0.00,.00,0,2,0,2,1,1,1,0,0,0.00,0.50
59564,Working,1,19.35,.00,3.00,1.00,1,0.00,.00,x,5,1.48,1.00,0,3,0,0,1,1,5,4,2,1.83,2.00
59566,Gundogs,0,39.60,1.00,2.50,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,0,1,0,0,0,0,0.00,0.00
59567,Gundogs,1,21.15,.00,4.00,2.00,1,0.73,1.00,6,2,0.73,1.00,0,2,0,2,1,1,2,2,1,2.83,1.00
59568,Hounds,0,4.50,.00,10.02,2.00,1,0.33,.00,6,2,0.17,.00,1,2,0,2,1,1,4,1,1,0.83,0.25
59570,Terrier,0,9.90,.00,4.00,2.00,1,0.83,1.00,2,1,0.73,1.00,0,2,1,4,0,0,0,4,2,3.33,1.75
59575,Toys,0,6.75,.00,2.00,1.00,1,0.73,1.00,0,1,0.23,.00,0,2,0,0,1,1,1,1,1,0.17,0.75
59576,Working,1,18.00,.00,1.50,1.00,0,0.00,.00,3,1,0.13,.00,0,4,0,2,1,1,1,0,0,0.00,0.00
59577,Mixed Breed/Unknown,1,18.00,.00,5.00,2.00,1,0.00,.00,7,5,0.40,.00,0,2,1,4,1,0,0,1,1,0.17,0.25
59583,Mixed Breed/Unknown,0,24.75,1.00,7.02,2.00,1,1.48,2.00,7,5,1.48,1.00,0,2,0,0,1,0,0,1,3,1.67,0.75
59584,Mixed Breed/Unknown,0,13.50,.00,1.00,1.00,0,0.00,.00,3,5,0.00,.00,1,2,0,3,1,1,1,4,4,#NULL!,4.00
59590,Mixed Breed/Unknown,0,25.65,1.00,4.00,2.00,1,0.58,1.00,0,6,0.33,.00,1,2,0,0,1,0,0,2,1,0.60,2.00
59592,Toys,1,4.05,.00,6.00,2.00,1,0.00,.00,7,1,0.27,.00,0,2,0,0,1,1,6,1,2,1.50,2.50
59594,Utility,0,79.20,1.00,5.00,2.00,0,0.00,.00,3,1,0.15,.00,0,2,0,2,1,1,1,2,3,2.00,0.50
59595,Utility,1,59.40,1.00,9.02,2.00,0,0.00,.00,3,1,0.15,.00,1,2,0,2,1,1,6,1,0,0.17,0.25
59597,Gundogs,1,33.75,1.00,5.00,2.00,1,0.00,.00,8,5,1.15,1.00,0,4,1,4,0,1,6,1,0,0.00,0.33
59600,Toys,1,1.80,.00,10.02,2.00,1,3.98,3.00,5,2,0.15,.00,0,2,0,0,1,1,6,4,1,1.00,2.25
59602,Working,1,22.50,1.00,2.50,1.00,1,0.48,.00,0,1,0.13,.00,0,2,0,2,1,0,0,0,0,0.33,0.25
59604,Gundogs,1,35.10,1.00,12.02,2.00,1,0.00,.00,8,5,0.00,.00,1,2,1,4,1,1,6,3,1,1.00,0.75
59606,Mixed Breed/Unknown,1,15.75,.00,2.00,1.00,1,0.00,.00,8,5,0.98,1.00,0,2,0,0,1,0,0,4,4,2.50,2.50
59607,Non-Sporting,0,76.50,1.00,8.02,2.00,1,0.65,1.00,4,1,0.17,.00,1,2,0,0,1,0,0,2,2,0.67,1.00
59610,Gundogs,1,16.65,.00,2.50,1.00,1,0.73,1.00,0,1,0.58,1.00,1,2,0,1,0,1,1,1,2,#NULL!,1.75
59611,Toys,1,6.75,.00,8.02,2.00,1,0.48,.00,0,1,0.15,.00,0,2,0,2,1,0,0,0,0,0.17,0.00
59612,Mixed Breed/Unknown,0,31.50,1.00,3.00,1.00,1,0.00,.00,7,5,0.04,.00,0,2,0,0,1,1,1,4,3,3.20,3.25
59614,Mixed Breed/Unknown,1,15.75,.00,9.02,2.00,1,0.00,.00,7,5,0.73,1.00,0,2,0,0,1,1,6,2,2,0.50,1.00
59618,Toys,1,5.85,.00,3.00,1.00,1,1.98,3.00,7,5,1.98,1.00,0,2,0,1,1,1,6,0,0,0.00,0.00
59623,Mixed Breed/Unknown,0,5.85,.00,2.00,1.00,1,0.00,.00,7,5,0.98,1.00,0,2,1,4,0,0,0,2,2,1.33,1.75
59625,Utility,0,57.60,1.00,2.17,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,3,1,1,2,0,1,0.50,0.50
59627,Utility,1,40.50,1.00,1.15,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,0,0,1,1,0,2,0.50,1.50
59629,Terrier,0,9.90,.00,4.00,2.00,1,3.65,3.00,0,2,0.23,.00,0,2,1,4,0,1,6,3,2,0.50,2.00
59631,Utility,1,33.75,1.00,4.00,2.00,1,0.00,.00,7,5,0.00,.00,0,2,0,0,1,1,6,0,0,0.33,0.00
59632,Utility,0,42.75,1.00,1.50,1.00,1,0.00,.00,7,5,0.48,.00,0,2,0,0,1,1,1,0,1,0.33,0.00
59633,Utility,1,15.75,.00,0.65,1.00,0,0.00,.00,3,1,0.17,.00,0,0,1,4,1,1,1,0,0,0.00,0.00
59634,Gundogs,0,9.90,.00,3.08,2.00,1,0.00,.00,x,5,2.98,1.00,0,2,0,0,0,0,0,1,1,0.50,#NULL!
59635,Utility,0,22.50,1.00,3.00,1.00,1,0.00,.00,1,1,0.15,.00,0,2,0,0,1,0,0,0,0,1.20,0.00
59636,Utility,0,13.05,.00,1.92,1.00,0,0.00,.00,3,4,0.33,.00,0,2,0,0,1,0,0,0,3,1.40,1.50
59637,Mixed Breed/Unknown,0,33.75,1.00,3.33,2.00,1,0.00,.00,0,5,0.00,.00,0,2,0,0,0,0,0,0,0,0.00,0.00
59639,Mixed Breed/Unknown,0,27.90,1.00,2.00,1.00,1,0.40,.00,7,5,0.21,.00,0,2,1,4,1,0,0,1,4,1.17,2.00
59640,Toys,1,9.00,.00,10.02,2.00,1,1.15,2.00,0,1,0.33,.00,0,2,0,0,1,0,0,0,1,0.83,1.50
59642,Terrier,0,13.50,.00,8.02,2.00,1,0.58,1.00,5,1,0.10,.00,0,2,0,0,1,1,6,2,0,1.00,0.75
59643,Mixed Breed/Unknown,1,15.75,.00,1.58,1.00,1,0.98,1.00,0,5,0.90,1.00,0,2,0,1,1,1,5,0,2,2.00,1.50
